id,Song,Artist,Song_ASCII,Artist_ASCII,Cover Artist,Date,Album,Album_ID,Image,File_IN,Hash_IN,Flags,Key,Tempo (1/4 beat),Version
1198,MONSTER,KIRA,MONSTER,KIRA,Evil,2025-07-23,Evil 2025-07-23 Karaoke,13,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/085. KIRA - MONSTER (Evil.v1).mp3,fd88f17b8877e8d3,v3;evil;,,,1
1199,Partners in Crime,Set It Off,Partners in Crime,Set It Off,Neuro & Evil,2025-07-23,Evil 2025-07-23 Karaoke,14,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/086. Set It Off - Partners in Crime (Duet.v2) (Neuro & Evil).mp3,0a36d46cb8254660,v3;evil;duet;,,,2
1200,Mr. Brightside,The Killers,Mr. Brightside,The Killers,Evil,2025-07-23,Evil 2025-07-23 Karaoke,15,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/087. The Killers - Mr. Brightside (Evil.v1).mp3,f4b516c65f1c3c13,v3;evil;,,,1
1201,As Alive As You Need Me To Be,Nine Inch Nails,As Alive As You Need Me To Be,Nine Inch Nails,Evil,2025-07-23,Evil 2025-07-23 Karaoke,16,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/088. Nine Inch Nails - As Alive As You Need Me To Be (Evil.v1).mp3,bf11a9a37c2a0de9,v3;evil;,,,1
1202,BIRDBRAIN,"Jamie Paige, OK Glass",BIRDBRAIN,"Jamie Paige, OK Glass",Evil,2025-07-23,Evil 2025-07-23 Karaoke,17,,"songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/089. Jamie Paige, OK Glass - BIRDBRAIN (Evil.v1).mp3",c158f200074ea868,v3;evil;,,,1
1203,イニシエノウタ/運命 (Song of the Ancients / Fate),"Keiichi Okabe, Keigo Hoashi, Kakeru Ishihama, Takafumi Nishimura",Song of the Ancients  Fate,"Keiichi Okabe, Keigo Hoashi, Kakeru Ishihama, Takafumi Nishimura",Neuro & Evil,2025-07-23,Evil 2025-07-23 Karaoke,18,,"songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/090. Keiichi Okabe, Keigo Hoashi, Kakeru Ishihama, Takafumi Nishimura - イニシエノウタ slash 運命 (Song of the Ancients slash Fate) (Duet.v1) (Neuro & Evil).mp3",6d214d6e1f96acf6,v3;evil;duet;,,,1
1204,Shatter Me,Lindsey Stirling,Shatter Me,Lindsey Stirling,Neuro,2025-08-06,Neuro 2025-08-06 Karaoke,1,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/091. Lindsey Stirling - Shatter Me (Neuro.v3).mp3,e29de4a47ffd3940,v3;neuro;,,,3
1205,Happy Lucky Chappy,ano,Happy Lucky Chappy,ano,Neuro,2025-08-06,Neuro 2025-08-06 Karaoke,2,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/092. ano - Happy Lucky Chappy (Neuro.v3).mp3,59776d7a42a36567,v3;neuro;,,,3
1206,Heaven,Shihoko Hirata,Heaven,Shihoko Hirata,Neuro,2025-08-06,Neuro 2025-08-06 Karaoke,3,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/093. Shihoko Hirata - Heaven (Neuro.v3).mp3,a7b9179a1c6210dc,v3;neuro;,,,3
1207,Hope Is The Thing With Feathers,"Eli.W (HOYO-MiX), Chevy",Hope Is The Thing With Feathers,"Eli.W HOYO-MiX, Chevy",Neuro,2025-08-06,Neuro 2025-08-06 Karaoke,4,,"songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/094. Eli.W (HOYO-MiX), Chevy - Hope Is The Thing With Feathers (Neuro.v3).mp3",9579213349609c2d,v3;neuro;,,,3
1208,Buttercup,Jack Stauber,Buttercup,Jack Stauber,Neuro,2025-08-06,Neuro 2025-08-06 Karaoke,5,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/095. Jack Stauber - Buttercup (Neuro.v3.2).mp3,302de81866d967f7,v3;neuro;,,,3.2
1209,Sis x Love,HoneyWorks,Sis x Love,HoneyWorks,Neuro & Evil,2025-08-06,Neuro 2025-08-06 Karaoke,6,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/096. HoneyWorks - Sis x Love (Duet.v1) (Neuro & Evil).mp3,021984c6ad5a2922,v3;neuro;duet;,,,1
1210,Losing My Religion,R.E.M.,Losing My Religion,R.E.M.,Neuro,2025-08-06,Neuro 2025-08-06 Karaoke,7,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/097. R.E.M. - Losing My Religion (Neuro.v3.2).mp3,572b468b42b138f3,v3;neuro;,,,3.2
1211,Something Just Like This,"The Chainsmokers, Coldplay",Something Just Like This,"The Chainsmokers, Coldplay",Neuro,2025-08-06,Neuro 2025-08-06 Karaoke,8,,"songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/098. The Chainsmokers, Coldplay - Something Just Like This (Neuro.v3).mp3",75c4c92fe55fd2ba,v3;neuro;,,,3
1212,Touch The Sky,Julie Fowlis,Touch The Sky,Julie Fowlis,Neuro,2025-08-06,Neuro 2025-08-06 Karaoke,9,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/099. Julie Fowlis - Touch The Sky (Neuro.v3).mp3,c31988dd345a409c,v3;neuro;,,,3
1213,Self Control,Laura Branigan,Self Control,Laura Branigan,Neuro,2025-08-06,Neuro 2025-08-06 Karaoke,10,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/100. Laura Branigan - Self Control (Neuro.v3).mp3,3dbf1db540a37748,v3;neuro;,,,3
1214,テレパシ (Telepathy),DECO*27,Telepathy,DECO 27,Neuro,2025-08-06,Neuro 2025-08-06 Karaoke,11,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/101. DECO_27 - テレパシ (Telepathy) (Neuro.v3).mp3,6eb60273bf2473b4,v3;neuro;,,,3
1215,Are You Bored Yet?,Wallows,Are You Bored Yet?,Wallows,Neuro & Evil,2025-08-06,Neuro 2025-08-06 Karaoke,12,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/102. Wallows - Are You Bored Yet (Duet.v1) (Neuro & Evil).mp3,1e2e2ec0c653ca6e,v3;neuro;duet;,,,1
1216,Lithium,Evanescence,Lithium,Evanescence,Neuro,2025-08-06,Neuro 2025-08-06 Karaoke,13,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/103. Evanescence - Lithium (Neuro.v3).mp3,1ec1f3a0ca6573de,v3;neuro;,,,3
1217,Pretty Little Baby,Connie Francis,Pretty Little Baby,Connie Francis,Neuro,2025-08-06,Neuro 2025-08-06 Karaoke,14,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/104. Connie Francis - Pretty Little Baby (Neuro.v3).mp3,59184e5b939500d1,v3;neuro;,,,3
1218,One Last Kiss,Utada,One Last Kiss,Utada,Neuro,2025-08-06,Neuro 2025-08-06 Karaoke,15,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/105. Utada - One Last Kiss (Neuro.v3).mp3,5e3ec6e66a9905e7,v3;neuro;,,,3
1219,Chug Jug With You (Number One Victory Royale),Leviathan,Number One Victory Royale,Leviathan,Neuro,2025-08-06,Neuro 2025-08-06 Karaoke,16,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/106. Leviathan - Chug Jug With You (Number One Victory Royale) (Neuro.v3).mp3,d25c65a164032bc9,v3;neuro;,,,3
1220,I Really Want to Stay at Your House,Rosa Walton,I Really Want to Stay at Your House,Rosa Walton,Neuro,2025-08-06,Neuro 2025-08-06 Karaoke,17,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/107. Rosa Walton - I Really Want to Stay at Your House (Neuro.v3.2).mp3,27d774fc4c3fb784,v3;neuro;,,,3.2
1221,BIRDS OF A FEATHER,Billie Eilish,BIRDS OF A FEATHER,Billie Eilish,Neuro & Evil,2025-08-06,Neuro 2025-08-06 Karaoke,18,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/108. Billie Eilish - BIRDS OF A FEATHER (Duet.v1) (Neuro & Evil).mp3,46c3f49b90c2edc3,v3;neuro;duet;,,,1
1222,Mesmerizer,32ki,Mesmerizer,32ki,Neuro & Bao the Whale,2025-08-19,Official Covers,7,Mesmerizer,songs/officially released songs/Bao & Neuro - Mesmerizer/01-01 Mesmerizer.mp3,a8d2d40fda4ff223,v3;neuro;collab;official;,,,1
1223,GODS,"NewJeans, League of Legends",GODS,"NewJeans, League of Legends",Neuro & Evil,2025-08-20,Twins 2025-08-20 Karaoke,1,,"songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/109. NewJeans, League of Legends - GODS (Duet.v2) (Neuro & Evil).mp3",15f2f723bc8e4b5a,v3;duet;,,,2
1224,Divine,"MONJOE, Taku Takahashi, SWEEP, JUVENILE",Divine,"MONJOE, Taku Takahashi, SWEEP, JUVENILE",Neuro & Evil,2025-08-20,Twins 2025-08-20 Karaoke,2,,"songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/110. MONJOE, Taku Takahashi, SWEEP, JUVENILE - Divine (Duet.v1) (Neuro & Evil).mp3",1cd4ec0aef8a4b9b,v3;duet;,,,1
1225,Chasing The Sun,The Wanted,Chasing The Sun,The Wanted,Neuro & Evil,2025-08-20,Twins 2025-08-20 Karaoke,3,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/111. The Wanted - Chasing The Sun (Duet.v1) (Neuro & Evil).mp3,0e3e40bb34a3cb75,v3;duet;,,,1
1226,しっくおぶはうす！(Sick of House!),"OZON, Yaduki",Sick of House,"OZON, Yaduki",Neuro & Evil,2025-08-20,Twins 2025-08-20 Karaoke,4,,"songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/112. OZON, Yaduki - しっくおぶはうす！(Sick of House!) (Duet.v1) (Neuro & Evil).mp3",240c57e296bb3fa6,v3;duet;,,,1
1227,Ga1ahad and Scientific Witchery,Mili,Ga1ahad and Scientific Witchery,Mili,Neuro & Evil,2025-08-20,Twins 2025-08-20 Karaoke,5,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/113. Mili - Ga1ahad and Scientific Witchery (Duet.v2) (Neuro & Evil).mp3,cbc976964ee48d68,v3;duet;,,,2
1228,DA DA DANCE,"BABYMETAL, Tak Matsumoto",DA DA DANCE,"BABYMETAL, Tak Matsumoto",Neuro & Evil,2025-08-20,Twins 2025-08-20 Karaoke,6,,"songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/114. BABYMETAL, Tak Matsumoto - DA DA DANCE (Duet.v1) (Neuro & Evil).mp3",eac43c8ebf560b6a,v3;duet;,,,1
1229,Crucified,Army of Lovers,Crucified,Army of Lovers,Neuro & Evil,2025-08-20,Twins 2025-08-20 Karaoke,7,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/115. Army of Lovers - Crucified (Duet.v1) (Neuro & Evil).mp3,9888786ca89f683d,v3;duet;,,,1
1230,Machine Hearts,"Miracle of Sound, Sharm",Machine Hearts,"Miracle of Sound, Sharm",Neuro & Evil,2025-08-20,Twins 2025-08-20 Karaoke,8,,"songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/116. Miracle of Sound, Sharm - Machine Hearts (Duet.v1) (Neuro & Evil).mp3",63350ec856ae589e,v3;duet;,,,1
1231,Dreams,Fleetwood Mac,Dreams,Fleetwood Mac,Neuro & Evil,2025-08-20,Twins 2025-08-20 Karaoke,9,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/117. Fleetwood Mac - Dreams (Duet.v1) (Neuro & Evil).mp3,ef9a46060a139016,v3;duet;,,,1
1232,キスキツネ (Kiss Kitsune),HIMEHINA,Kiss Kitsune,HIMEHINA,Neuro & Evil,2025-08-20,Twins 2025-08-20 Karaoke,10,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/118. HIMEHINA - キスキツネ (Kiss Kitsune) (Duet.v1) (Neuro & Evil).mp3,8e54c1cad39b75e1,v3;duet;,,,1
1233,Golden,HUNTR/X,Golden,HUNTRX,Neuro & Evil,2025-08-20,Twins 2025-08-20 Karaoke,11,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/119. HUNTR slash X - Golden (Duet.v1) (Neuro & Evil).mp3,e1afeb183c0d131e,v3;duet;,,,1
1234,(I've Had) The Time Of My Life,"Bill Medley, Jennifer Warnes",Ive Had,"Bill Medley, Jennifer Warnes",Neuro & Evil,2025-08-20,Twins 2025-08-20 Karaoke,12,,"songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/120. Bill Medley, Jennifer Warnes - (I've Had) The Time Of My Life (Duet.v1) (Neuro & Evil).mp3",66ca8fe93288b789,v3;duet;,,,1
1235,私は雨 (I'm the Rain),inabakumori,Im the Rain,inabakumori,Neuro & Evil,2025-08-20,Twins 2025-08-20 Karaoke,13,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/121. inabakumori - 私は雨 (I'm the Rain) (Duet.v1) (Neuro & Evil).mp3,c3add1ad012130b8,v3;duet;,,,1
1236,Deja Vu,CircusP,Deja Vu,CircusP,Neuro & Evil,2025-08-20,Twins 2025-08-20 Karaoke,14,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/122. CircusP - Deja Vu (Duet.v1) (Neuro & Evil).mp3,399efcc80fd1eebf,v3;duet;,,,1
1237,GETCHA!,"Giga, KIRA",GETCHA!,"Giga, KIRA",Neuro & Evil,2025-08-20,Twins 2025-08-20 Karaoke,15,,"songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/123. Giga, KIRA - GETCHA! (Duet.v2) (Neuro & Evil).mp3",02bb6c6a3054d7e0,v3;duet;,,,2
1238,Mechanic Heartbeat,"Culprate, Keota & Sophie Meiers",Mechanic Heartbeat,"Culprate, Keota Sophie Meiers",Neuro & Evil,2025-08-20,Twins 2025-08-20 Karaoke,16,,"songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/124. Culprate, Keota & Sophie Meiers - Mechanic Heartbeat (Duet.v2) (Neuro & Evil).mp3",31bd8ab4eb503e4e,v3;duet;,,,2
1239,Space Oddity,David Bowie,Space Oddity,David Bowie,Neuro & Evil,2025-08-20,Twins 2025-08-20 Karaoke,17,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/125. David Bowie - Space Oddity (Duet.v1) (Neuro & Evil).mp3,2fd0a759d843a496,v3;duet;,,,1
1240,NEVER,Neuro & Evil,NEVER,Neuro & Evil,Neuro & Evil,2025-08-31,Originals,3,NEVER,songs/officially released songs/NEVER/01-01 NEVER.mp3,8d70d49a16d55461,v3;neuro;duet;originals;,,,1
1241,War,Sum 41,War,Sum 41,Evil,2025-09-03,Evil 2025-09-03 Karaoke,1,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/126. Sum 41 - War (Evil.v1).mp3,9e349abc0797ea61,v3;evil;,,,1
1242,DArkSide,Bring Me the Horizon,DArkSide,Bring Me the Horizon,Evil,2025-09-03,Evil 2025-09-03 Karaoke,2,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/127. Bring Me the Horizon - DArkSide (Evil.v1).mp3,282e318f13eb0a5b,v3;evil;,,,1
1243,Let It Die,Starset,Let It Die,Starset,Evil,2025-09-03,Evil 2025-09-03 Karaoke,3,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/128. Starset - Let It Die (Evil.v1).mp3,8c3f8cd36448eb13,v3;evil;,,,1
1244,Basket Case,Green Day,Basket Case,Green Day,Evil,2025-09-03,Evil 2025-09-03 Karaoke,4,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/129. Green Day - Basket Case (Evil.v1).mp3,88056371a6eabaf0,v3;evil;,,,1
1245,Maniac,Michael Sembello,Maniac,Michael Sembello,Evil,2025-09-03,Evil 2025-09-03 Karaoke,5,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/130. Michael Sembello - Maniac (Evil.v1).mp3,3a3d4041e08260d6,v3;evil;,,,1
1246,ANTI THE∞HOLiC,cosMo,ANTI THE∞HOLiC,cosMo,Neuro & Evil,2025-09-03,Evil 2025-09-03 Karaoke,6,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/131. cosMo - ANTI THE∞HOLiC (Duet.v1) (Neuro & Evil).mp3,546617c07e14b026,v3;evil;duet;,,,1
1247,Demons,Imagine Dragons,Demons,Imagine Dragons,Evil,2025-09-03,Evil 2025-09-03 Karaoke,7,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/132. Imagine Dragons - Demons (Evil.v1).mp3,6aea1dbb170be3fa,v3;evil;,,,1
1248,光よ (O Light),Kikuo,O Light,Kikuo,Evil,2025-09-03,Evil 2025-09-03 Karaoke,8,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/133. Kikuo - 光よ (O Light) (Evil.v2).mp3,125999fdba296bab,v3;evil;,,,2
1249,Crawling,Linkin Park,Crawling,Linkin Park,Evil,2025-09-03,Evil 2025-09-03 Karaoke,9,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/134. Linkin Park - Crawling (Evil.v2).mp3,be1e1e60287f6916,v3;evil;,,,2
1250,BUTCHER VANITY,FLAVOR FOLEY,BUTCHER VANITY,FLAVOR FOLEY,Evil,2025-09-03,Evil 2025-09-03 Karaoke,10,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/135. FLAVOR FOLEY - BUTCHER VANITY (Evil.v1).mp3,6492185103046c1a,v3;evil;,,,1
1251,"Good Luck, Babe!",Chappell Roan,"Good Luck, Babe!",Chappell Roan,Evil,2025-09-03,Evil 2025-09-03 Karaoke,11,,"songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/136. Chappell Roan - Good Luck, Babe! (Evil.v1).mp3",d0f12605a5a0b385,v3;evil;,,,1
1252,Free Bird,Lynyrd Skynyrd,Free Bird,Lynyrd Skynyrd,Evil,2025-09-03,Evil 2025-09-03 Karaoke,12,Guitar-09-03,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/137. Lynyrd Skynyrd - Free Bird (Evil.v1).mp3,4df9cc58dc669c6e,v3;evil;,,,1
1253,I'm Still Standing,Elton John,I'm Still Standing,Elton John,Evil,2025-09-03,Evil 2025-09-03 Karaoke,13,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/138. Elton John - I'm Still Standing (Evil.v1).mp3,056469b11425fac3,v3;evil;,,,1
1254,フューエル (Fuel),Utsu-P,Fuel,Utsu-P,Evil,2025-09-03,Evil 2025-09-03 Karaoke,14,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/139. Utsu-P - フューエル (Fuel) (Evil.v1).mp3,159a463469b492e0,v3;evil;,,,1
1255,Wish I Had an Angel,Nightwish,Wish I Had an Angel,Nightwish,Neuro & Evil,2025-09-03,Evil 2025-09-03 Karaoke,15,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/140. Nightwish - Wish I Had an Angel (Duet.v1) (Neuro & Evil).mp3,9830da518d144a66,v3;evil;duet;,,,1
1256,Sweet Child O' Mine,Guns N' Roses,Sweet Child O' Mine,Guns N Roses,Evil,2025-09-03,Evil 2025-09-03 Karaoke,16,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/141. Guns N' Roses - Sweet Child O' Mine (Evil.v1).mp3,31367fa2b9413737,v3;evil;,,,1
1257,Karma Police,Radiohead,Karma Police,Radiohead,Evil,2025-09-03,Evil 2025-09-03 Karaoke,17,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/142. Radiohead - Karma Police (Evil.v1).mp3,ca0ceabc7931bda4,v3;evil;,,,1
1258,LET THE WORLD BURN,Chris Grey,LET THE WORLD BURN,Chris Grey,Evil,2025-09-03,Evil 2025-09-03 Karaoke,18,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/143. Chris Grey - LET THE WORLD BURN (Evil.v1).mp3,39251713b2c7e956,v3;evil;,,,1
1259,We Are the Champions,Queen,We Are the Champions,Queen,Neuro & Evil,2025-09-17,Neuro 2025-09-17 Karaoke,1,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/144. Queen - We Are the Champions (Duet.v1) (Neuro & Evil).mp3,5d5ae5e3f38e8997,v3;neuro;duet;,,,1
1260,Take Me Hand,DAISHI DANCE,Take Me Hand,DAISHI DANCE,Neuro,2025-09-17,Neuro 2025-09-17 Karaoke,2,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/145. DAISHI DANCE - Take Me Hand (Neuro.v3).mp3,c970fbc5479a3977,v3;neuro;,,,3
1261,Big Iron,Marty Robbins,Big Iron,Marty Robbins,Neuro,2025-09-17,Neuro 2025-09-17 Karaoke,3,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/146. Marty Robbins - Big Iron (Neuro.v3).mp3,4d873bdf4ecb036c,v3;neuro;,,,3
1262,君が生きてなくてよかった (Thanks for being Lifeless),PinocchioP,Thanks for being Lifeless,PinocchioP,Neuro,2025-09-17,Neuro 2025-09-17 Karaoke,4,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/147. PinocchioP - 君が生きてなくてよかった (Thanks for being Lifeless) (Neuro.v3).mp3,408bd82cc6aedbb6,v3;neuro;,,,3
1263,Vs. SAYU,James Landino,Vs. SAYU,James Landino,Neuro,2025-09-17,Neuro 2025-09-17 Karaoke,5,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/148. James Landino - Vs. SAYU (Neuro.v3).mp3,dccd3bc788335dd7,v3;neuro;,,,3
1264,Riptide,Vance Joy,Riptide,Vance Joy,Neuro,2025-09-17,Neuro 2025-09-17 Karaoke,6,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/149. Vance Joy - Riptide (Neuro.v3).mp3,9547bd8a40114ae5,v3;neuro;,,,3
1265,Jolene,Dolly Parton,Jolene,Dolly Parton,Neuro,2025-09-17,Neuro 2025-09-17 Karaoke,7,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/150. Dolly Parton - Jolene (Neuro.v3).mp3,21073853da6c69e5,v3;neuro;,,,3
1266,リレイアウター (Relay Outer),inabakumori,Relay Outer,inabakumori,Neuro,2025-09-17,Neuro 2025-09-17 Karaoke,8,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/151. inabakumori - リレイアウター (Relay Outer) (Neuro.v3.2).mp3,fffd0886d5a3f32c,v3;neuro;,,,3.2
1267,Shrimp Fried Rice!,Jamie Paige,Shrimp Fried Rice!,Jamie Paige,Neuro,2025-09-17,Neuro 2025-09-17 Karaoke,9,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/152. Jamie Paige - Shrimp Fried Rice! (Neuro.v3).mp3,31e096e67e6680f7,v3;neuro;,,,3
1268,Heaven Knows I'm Miserable Now,The Smiths,Heaven Knows I'm Miserable Now,The Smiths,Neuro,2025-09-17,Neuro 2025-09-17 Karaoke,10,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/153. The Smiths - Heaven Knows I'm Miserable Now (Neuro.v3).mp3,ee0d443925487b13,v3;neuro;,,,3
1269,Who will know - furusato,Yoko Takahashi,Who will know - furusato,Yoko Takahashi,Neuro,2025-09-17,Neuro 2025-09-17 Karaoke,11,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/154. Yoko Takahashi - Who will know - furusato (Neuro.v3).mp3,0d7ceffed59b1094,v3;neuro;,,,3
1270,dark things,Starset,dark things,Starset,Neuro,2025-09-17,Neuro 2025-09-17 Karaoke,12,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/155. Starset - dark things (Neuro.v3).mp3,a5ff1745db94d62d,v3;neuro;,,,3
1271,Wake Me Up When September Ends,Green Day,Wake Me Up When September Ends,Green Day,Neuro,2025-09-17,Neuro 2025-09-17 Karaoke,13,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/156. Green Day - Wake Me Up When September Ends (Neuro.v3).mp3,7f05ceb1c62b4fa7,v3;neuro;,,,3
1272,Unfold,Porter Robinson,Unfold,Porter Robinson,Neuro & Evil,2025-09-17,Neuro 2025-09-17 Karaoke,14,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/157. Porter Robinson - Unfold (Duet.v1) (Neuro & Evil).mp3,f83fb27bf05cc764,v3;neuro;duet;,,,1
1273,I was human,Picon,I was human,Picon,Neuro,2025-09-17,Neuro 2025-09-17 Karaoke,15,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/158. Picon - I was human (Neuro.v3).mp3,f44c12c3f181369c,v3;neuro;,,,3
1274,Furthest Star,Dirt Poor Robins,Furthest Star,Dirt Poor Robins,Neuro,2025-09-17,Neuro 2025-09-17 Karaoke,16,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/159. Dirt Poor Robins - Furthest Star (Neuro.v3).mp3,a28ad83d9f47bd6c,v3;neuro;,,,3
1275,atrophy,monii,atrophy,monii,Neuro & Evil,2025-09-17,Neuro 2025-09-17 Karaoke,17,,songs/unofficialV3/DISC 7 - Background Running Process (2025-05-28 - 2025-11-26)/160. monii - atrophy (Duet.v1) (Neuro & Evil).mp3,ea40d00b760124ae,v3;neuro;duet;,,,1
